date,meantemp
9/22/16,30.03703704
9/23/16,31
9/24/16,31.24
9/25/16,31.13043478
9/26/16,31.48
9/27/16,32.18518519
9/28/16,32.44
9/29/16,32.22727273
9/30/16,32.21428571
10/1/16,32.54166667
10/2/16,32.81481481
10/3/16,33.26923077
10/4/16,30.55555556
10/5/16,28.83333333
10/6/16,30.7037037
10/7/16,30.96
10/8/16,30.6
10/9/16,30.92
10/10/16,29.77777778
10/11/16,29.66666667
10/12/16,29.57142857
10/13/16,29.96296296
10/14/16,29.75
10/15/16,27.74074074
10/16/16,28.42857143
10/17/16,28.6
10/18/16,28.5
10/19/16,28.92592593
10/20/16,29.07692308
10/21/16,28.40909091
10/22/16,29.33333333
10/23/16,27.5
10/24/16,28.5
10/25/16,28.04
10/26/16,27.57692308
10/27/16,26.55555556
10/28/16,25.51851852
10/29/16,25.81481481
10/30/16,24.82608696
10/31/16,24.53846154
11/1/16,24.38461538
11/2/16,23.72727273
11/3/16,25.64
11/4/16,24.81481481
11/5/16,23.11538462
11/6/16,22.92592593
11/7/16,24.54545455
11/8/16,23.73076923
11/9/16,23
11/10/16,23.51851852
11/11/16,23.92
11/12/16,23.53846154
11/13/16,24.2962963
11/14/16,23.34615385
11/15/16,22.24
11/16/16,21.76923077
11/17/16,21.73076923
11/18/16,21.73076923
11/19/16,20.66666667
11/20/16,22.25
11/21/16,21.53846154
11/22/16,22.57894737
11/23/16,22.82608696
11/24/16,21.42105263
11/25/16,23.6
11/26/16,24.29411765
11/27/16,23.63636364
11/28/16,22.45454545
11/29/16,21.61111111
11/30/16,19.86956522
12/1/16,19.75
12/2/16,19.20833333
12/3/16,21.20833333
12/4/16,18.9
12/5/16,18.63636364
12/6/16,18.53846154
12/7/16,18.25
12/8/16,16.9
12/9/16,19.41666667
12/10/16,16.44444444
12/11/16,20.04166667
12/12/16,19.90909091
12/13/16,19.05
12/14/16,18.55555556
12/15/16,18.16666667
12/16/16,15.83333333
12/17/16,17.5
12/18/16,16.08333333
12/19/16,17.85714286
12/20/16,19.8
12/21/16,18.05
12/22/16,17.28571429
12/23/16,15.55
12/24/16,17.31818182
12/25/16,14
12/26/16,17.14285714
12/27/16,16.85
12/28/16,17.2173913
12/29/16,15.23809524
12/30/16,14.0952381
12/31/16,15.05263158
1/1/17,10
